;config_142_avg
Standard_Acc;47,0000
RMSCE;0,0934
gaussian_noise;40,0000
shot_noise;39,0000
impulse_noise;41,0000
defocus_blur;26,0000
glass_blur;25,0000
motion_blur;41,0000
zoom_blur;36,0000
snow;22,0000
frost;18,0000
fog;21,0000
brightness;30,0000
contrast;25,0000
elastic_transform;43,0000
pixelate;45,0000
jpeg_compression;50,0000
speckle_noise;41,0000
gaussian_blur;18,0000
spatter;38,0000
saturate;22,0000
blue_noise_sample;33,0000
brownish_noise;34,0000
caustic_refraction;46,0000
checkerboard_cutout;44,0000
cocentric_sine_waves;37,0000
inverse_sparkles;25,0000
perlin_noise;43,0000
plasma_noise;19,0000
single_frequency_greyscale;41,0000
sparkles;48,0000
Acc_C-all-19;32,6842
Acc_C-original-15;33,4667
Acc_C-bar-10;37,0000
Acc_all-ex-pixelwise-noise-24;33,2083
RMSCE_C;0,1771
uniform-l1,8269.2,False,max;43,0000
uniform-l2,27.179,False,max;43,0000
uniform-linf,0.2557,False,max;45,0000
uniform-l0.5,200000000.0,True,max;43,0000
uniform-l1,2500.0,True,max;44,0000
uniform-l2,8.0,True,max;44,0000
uniform-l10,0.07,True,max;44,0000
uniform-l50,0.035,True,max;44,0000
uniform-linf,0.015,True,max;44,0000
uniform-l0-impulse,0.01,True,max;43,0000
uniform-l0-impulse,0.02,True,max;45,0000
uniform-l0-impulse,0.05,True,max;43,0000
uniform-l0-impulse,0.1,True,max;46,0000
uniform-l0-impulse,0.2,True,max;39,0000
uniform-l0-impulse,0.5,True,max;25,0000
uniform-l0.5,200000000.0,False,max;44,0000
uniform-l0.5,500000000.0,False,max;47,0000
uniform-l0.5,1000000000.0,False,max;45,0000
uniform-l0.5,2000000000.0,False,max;45,0000
uniform-l0.5,5000000000.0,False,max;34,0000
uniform-l0.5,10000000000.0,False,max;21,0000
uniform-l1,1000.0,False,max;45,0000
uniform-l1,5000.0,False,max;47,0000
uniform-l1,10000.0,False,max;42,0000
uniform-l1,20000.0,False,max;44,0000
uniform-l1,50000.0,False,max;27,0000
uniform-l1,100000.0,False,max;20,0000
uniform-l2,5.0,False,max;44,0000
uniform-l2,10.0,False,max;47,0000
uniform-l2,20.0,False,max;46,0000
uniform-l2,50.0,False,max;46,0000
uniform-l2,100.0,False,max;37,0000
uniform-l2,200.0,False,max;24,0000
uniform-l10,0.05,False,max;46,0000
uniform-l10,0.1,False,max;43,0000
uniform-l10,0.2,False,max;47,0000
uniform-l10,0.5,False,max;44,0000
uniform-l10,1.0,False,max;40,0000
uniform-l10,2.0,False,max;26,0000
uniform-l50,0.02,False,max;45,0000
uniform-l50,0.05,False,max;45,0000
uniform-l50,0.1,False,max;46,0000
uniform-l50,0.2,False,max;44,0000
uniform-l50,0.5,False,max;39,0000
uniform-l50,1.0,False,max;20,0000
uniform-linf,0.02,False,max;46,0000
uniform-linf,0.05,False,max;45,0000
uniform-linf,0.1,False,max;47,0000
uniform-linf,0.2,False,max;46,0000
uniform-linf,0.5,False,max;36,0000
uniform-linf,1.0,False,max;21,0000
Class Separation Robustness;43,6667
imperceptible Robustness;43,8333
Average p-norm robustness;39,8095
